"","GEOID","year","state_alpha","county_name","Yield_mg_ha.x","irrigated","corn","Yield_mg_ha.y","soy","Yield_mg_ha","wheat"
"110","01033",2018,"AL","COLBERT",9.64608,"irrigated","corn",NA,NA,NA,NA
"111","01033",2019,"AL","COLBERT",10.1736,"irrigated","corn",NA,NA,NA,NA
"112","01033",2020,"AL","COLBERT",10.99628,"irrigated","corn",NA,NA,NA,NA
"113","01033",2021,"AL","COLBERT",10.97116,"irrigated","corn",NA,NA,NA,NA
"114","01033",2022,"AL","COLBERT",5.9032,"irrigated","corn",NA,NA,NA,NA
"115","01035",2000,"AL","CONECUH",1.3188,"rainfed","corn",NA,NA,NA,NA
"116","01035",2002,"AL","CONECUH",3.3284,"rainfed","corn",NA,NA,NA,NA
"117","01035",2003,"AL","CONECUH",7.536,"rainfed","corn",NA,NA,NA,NA
"118","01035",2004,"AL","CONECUH",6.0916,"rainfed","corn",NA,NA,NA,NA
"119","01035",2005,"AL","CONECUH",6.1544,"rainfed","corn",NA,NA,NA,NA
"120","01035",2006,"AL","CONECUH",4.0192,"rainfed","corn",NA,NA,NA,NA
"121","01035",2007,"AL","CONECUH",2.2608,"rainfed","corn",NA,NA,NA,NA
"122","01035",2009,"AL","CONECUH",4.5216,"rainfed","corn",NA,NA,NA,NA
"123","01035",2010,"AL","CONECUH",3.56076,"rainfed","corn",NA,NA,NA,NA
"124","01035",2012,"AL","CONECUH",7.7872,"rainfed","corn",NA,NA,NA,NA
"125","01035",2013,"AL","CONECUH",8.24564,"rainfed","corn",NA,NA,NA,NA
"126","01035",2014,"AL","CONECUH",7.26596,"rainfed","corn",NA,NA,NA,NA
"127","01035",2015,"AL","CONECUH",3.41004,"rainfed","corn",NA,NA,NA,NA
"128","01035",2016,"AL","CONECUH",7.32876,"rainfed","corn",NA,NA,NA,NA
"129","01035",2017,"AL","CONECUH",7.57996,"rainfed","corn",NA,NA,NA,NA
"130","01035",2018,"AL","CONECUH",9.42,"rainfed","corn",NA,NA,NA,NA
"131","01035",2019,"AL","CONECUH",6.8452,"rainfed","corn",NA,NA,NA,NA
"132","01035",2020,"AL","CONECUH",6.90172,"rainfed","corn",NA,NA,NA,NA
"133","01039",2000,"AL","COVINGTON",1.57,"rainfed","corn",NA,NA,NA,NA
"134","01039",2002,"AL","COVINGTON",4.7728,"rainfed","corn",NA,NA,NA,NA
"135","01039",2003,"AL","COVINGTON",6.8452,"rainfed","corn",NA,NA,NA,NA
"136","01039",2004,"AL","COVINGTON",7.6616,"rainfed","corn",NA,NA,NA,NA
"137","01039",2005,"AL","COVINGTON",4.1448,"rainfed","corn",NA,NA,NA,NA
"138","01039",2006,"AL","COVINGTON",3.768,"rainfed","corn",NA,NA,NA,NA
"139","01039",2007,"AL","COVINGTON",3.2028,"rainfed","corn",NA,NA,NA,NA
"140","01039",2009,"AL","COVINGTON",3.2028,"rainfed","corn",NA,NA,NA,NA
"141","01039",2010,"AL","COVINGTON",7.6302,"rainfed","corn",NA,NA,NA,NA
"142","01039",2013,"AL","COVINGTON",7.55484,"rainfed","corn",NA,NA,NA,NA
"143","01039",2016,"AL","COVINGTON",6.78868,"rainfed","corn",NA,NA,NA,NA
"144","01039",2017,"AL","COVINGTON",8.89876,"rainfed","corn",NA,NA,NA,NA
"145","01039",2019,"AL","COVINGTON",6.04764,"rainfed","corn",NA,NA,NA,NA
"146","01039",2020,"AL","COVINGTON",7.10896,"rainfed","corn",NA,NA,NA,NA
"147","01039",2021,"AL","COVINGTON",6.86404,"rainfed","corn",NA,NA,NA,NA
"148","01043",2000,"AL","CULLMAN",3.768,"rainfed","corn",1.0048,"soy",NA,NA
"149","01043",2001,"AL","CULLMAN",9.2316,"rainfed","corn",2.198,"soy",NA,NA
"150","01043",2002,"AL","CULLMAN",5.8404,"rainfed","corn",1.9468,"soy",NA,NA
"151","01043",2003,"AL","CULLMAN",7.5988,"rainfed","corn",2.2608,"soy",NA,NA
"152","01043",2004,"AL","CULLMAN",8.164,"rainfed","corn",2.6376,"soy",NA,NA
"153","01043",2005,"AL","CULLMAN",7.85,"rainfed","corn",2.2608,"soy",NA,NA
"154","01043",2006,"AL","CULLMAN",3.3912,"rainfed","corn",1.3188,"soy",NA,NA
"155","01043",2007,"AL","CULLMAN",3.0144,"rainfed","corn",1.0676,"soy",NA,NA
"156","01043",2009,"AL","CULLMAN",6.5312,"rainfed","corn",2.983,"soy",NA,NA
"157","01043",2010,"AL","CULLMAN",5.70852,"rainfed","corn",1.727,"soy",NA,NA
"158","01043",2011,"AL","CULLMAN",8.12632,"rainfed","corn",2.34872,"soy",NA,NA
"159","01043",2012,"AL","CULLMAN",5.94088,"rainfed","corn",3.14628,"soy",NA,NA
"160","01043",2013,"AL","CULLMAN",8.17656,"rainfed","corn",3.11488,"soy",NA,NA
"161","01043",2014,"AL","CULLMAN",10.2678,"rainfed","corn",2.61248,"soy",NA,NA
"162","01043",2015,"AL","CULLMAN",10.13592,"rainfed","corn",3.36608,"soy",NA,NA
"163","01043",2016,"AL","CULLMAN",7.36016,"rainfed","corn",1.90284,"soy",NA,NA
"164","01043",2017,"AL","CULLMAN",11.04652,"rainfed","corn",3.47284,"soy",NA,NA
"165","01043",2018,"AL","CULLMAN",11.40448,"rainfed","corn",2.80088,"soy",NA,NA
"166","01043",2019,"AL","CULLMAN",11.01512,"rainfed","corn",2.68784,"soy",NA,NA
"167","01043",2020,"AL","CULLMAN",10.97116,"rainfed","corn",3.20908,"soy",NA,NA
"168","01043",2021,"AL","CULLMAN",11.25376,"rainfed","corn",3.14628,"soy",NA,NA
"169","01043",2022,"AL","CULLMAN",8.44032,"rainfed","corn",2.97672,"soy",NA,NA
"170","01045",2000,"AL","DALE",1.1304,"irrigated","corn",NA,NA,NA,NA
"171","01045",2001,"AL","DALE",4.2704,"irrigated","corn",NA,NA,NA,NA
"172","01045",2002,"AL","DALE",3.3912,"irrigated","corn",NA,NA,NA,NA
"173","01045",2003,"AL","DALE",7.0964,"irrigated","corn",NA,NA,NA,NA
"174","01045",2004,"AL","DALE",5.652,"irrigated","corn",NA,NA,NA,NA
"175","01045",2005,"AL","DALE",5.9032,"irrigated","corn",NA,NA,NA,NA
"176","01045",2006,"AL","DALE",4.71,"irrigated","corn",NA,NA,NA,NA
"177","01045",2007,"AL","DALE",3.2028,"irrigated","corn",NA,NA,NA,NA
"178","01045",2009,"AL","DALE",4.71,"irrigated","corn",NA,NA,NA,NA
"179","01045",2011,"AL","DALE",5.87808,"irrigated","corn",NA,NA,NA,NA
"180","01045",2012,"AL","DALE",6.908,"irrigated","corn",NA,NA,NA,NA
"181","01045",2013,"AL","DALE",8.92388,"irrigated","corn",NA,NA,NA,NA
"182","01045",2014,"AL","DALE",7.29736,"irrigated","corn",NA,NA,NA,NA
"183","01045",2015,"AL","DALE",7.77464,"irrigated","corn",NA,NA,NA,NA
"184","01045",2016,"AL","DALE",9.106,"irrigated","corn",NA,NA,NA,NA
"185","01045",2017,"AL","DALE",9.0432,"irrigated","corn",NA,NA,NA,NA
"186","01045",2019,"AL","DALE",6.751,"irrigated","corn",NA,NA,NA,NA
"187","01045",2020,"AL","DALE",7.0964,"irrigated","corn",NA,NA,NA,NA
"188","01045",2021,"AL","DALE",7.66788,"irrigated","corn",NA,NA,NA,NA
"189","01045",2022,"AL","DALE",8.05096,"irrigated","corn",NA,NA,NA,NA
"190","01047",2000,"AL","DALLAS",3.0144,"irrigated","corn",0.7536,"soy",NA,NA
"191","01047",2001,"AL","DALLAS",5.9032,"irrigated","corn",NA,NA,NA,NA
"192","01047",2002,"AL","DALLAS",4.7728,"irrigated","corn",1.256,"soy",NA,NA
"193","01047",2003,"AL","DALLAS",6.594,"irrigated","corn",NA,NA,NA,NA
"194","01047",2004,"AL","DALLAS",8.1012,"irrigated","corn",2.0096,"soy",NA,NA
"195","01047",2006,"AL","DALLAS",4.3332,"irrigated","corn",NA,NA,NA,NA
"196","01047",2007,"AL","DALLAS",3.3284,"irrigated","corn",NA,NA,NA,NA
"197","01047",2009,"AL","DALLAS",5.0868,"irrigated","corn",2.5748,"soy",NA,NA
"198","01047",2010,"AL","DALLAS",6.4684,"irrigated","corn",NA,NA,NA,NA
"199","01047",2011,"AL","DALLAS",4.63464,"irrigated","corn",1.21204,"soy",NA,NA
"200","01047",2012,"AL","DALLAS",7.29736,"irrigated","corn",3.19652,"soy",NA,NA
"201","01047",2013,"AL","DALLAS",7.14664,"irrigated","corn",3.15884,"soy",NA,NA
"202","01047",2014,"AL","DALLAS",7.00848,"irrigated","corn",1.90912,"soy",NA,NA
"203","01047",2016,"AL","DALLAS",7.46064,"irrigated","corn",2.03472,"soy",NA,NA
"204","01047",2017,"AL","DALLAS",9.39488,"irrigated","corn",2.71296,"soy",NA,NA
"205","01047",2018,"AL","DALLAS",8.62244,"irrigated","corn",2.6376,"soy",NA,NA
"206","01047",2019,"AL","DALLAS",8.37124,"irrigated","corn",1.63908,"soy",NA,NA
"207","01047",2020,"AL","DALLAS",8.99296,"irrigated","corn",2.68156,"soy",NA,NA
"208","01047",2021,"AL","DALLAS",9.65864,"irrigated","corn",3.68008,"soy",NA,NA
"209","01047",2022,"AL","DALLAS",6.98964,"irrigated","corn",2.59364,"soy",NA,NA
"210","01049",2000,"AL","DE KALB",5.024,"rainfed","corn",1.57,"soy",NA,NA
"211","01049",2001,"AL","DE KALB",7.3476,"rainfed","corn",2.3864,"soy",NA,NA
"212","01049",2002,"AL","DE KALB",5.2752,"rainfed","corn",1.1932,"soy",NA,NA
"213","01049",2003,"AL","DE KALB",6.28,"rainfed","corn",2.4492,"soy",NA,NA
"214","01049",2004,"AL","DE KALB",8.5408,"rainfed","corn",2.4492,"soy",NA,NA
"215","01049",2005,"AL","DE KALB",8.1012,"rainfed","corn",2.512,"soy",NA,NA
"216","01049",2006,"AL","DE KALB",3.6424,"rainfed","corn",1.256,"soy",NA,NA
"217","01049",2007,"AL","DE KALB",5.024,"rainfed","corn",1.0676,"soy",NA,NA
"218","01049",2008,"AL","DE KALB",4.4588,"rainfed","corn",1.6014,"soy",NA,NA
"219","01049",2009,"AL","DE KALB",7.3476,"rainfed","corn",2.3864,"soy",NA,NA
"220","01049",2010,"AL","DE KALB",5.4636,"rainfed","corn",1.46324,"soy",NA,NA
"221","01049",2011,"AL","DE KALB",8.14516,"rainfed","corn",1.884,"soy",NA,NA
"222","01049",2012,"AL","DE KALB",6.4998,"rainfed","corn",2.9516,"soy",NA,NA
"223","01049",2013,"AL","DE KALB",8.8234,"rainfed","corn",3.00812,"soy",NA,NA
"224","01049",2014,"AL","DE KALB",9.06204,"rainfed","corn",2.78204,"soy",NA,NA
"225","01049",2015,"AL","DE KALB",9.4828,"rainfed","corn",2.86368,"soy",NA,NA
"226","01049",2016,"AL","DE KALB",6.07904,"rainfed","corn",1.83376,"soy",NA,NA
"227","01049",2017,"AL","DE KALB",10.26152,"rainfed","corn",2.89508,"soy",NA,NA
"228","01049",2018,"AL","DE KALB",10.56924,"rainfed","corn",3.13372,"soy",NA,NA
"229","01049",2019,"AL","DE KALB",8.22052,"rainfed","corn",1.92168,"soy",NA,NA
"230","01049",2020,"AL","DE KALB",9.79052,"rainfed","corn",2.50572,"soy",NA,NA
"231","01049",2021,"AL","DE KALB",10.16732,"rainfed","corn",2.81972,"soy",NA,NA
"232","01049",2022,"AL","DE KALB",9.06204,"rainfed","corn",3.06464,"soy",NA,NA
"233","01051",2000,"AL","ELMORE",2.0724,"irrigated","corn",NA,NA,NA,NA
"234","01051",2001,"AL","ELMORE",5.966,"irrigated","corn",NA,NA,NA,NA
"235","01051",2002,"AL","ELMORE",5.7776,"irrigated","corn",NA,NA,NA,NA
"236","01051",2003,"AL","ELMORE",7.3476,"irrigated","corn",NA,NA,NA,NA
"237","01051",2004,"AL","ELMORE",8.2896,"irrigated","corn",NA,NA,NA,NA
"238","01051",2005,"AL","ELMORE",7.0964,"irrigated","corn",NA,NA,NA,NA
"239","01051",2006,"AL","ELMORE",4.2704,"irrigated","corn",NA,NA,NA,NA
"240","01051",2007,"AL","ELMORE",5.1496,"irrigated","corn",NA,NA,NA,NA
"241","01051",2010,"AL","ELMORE",5.61432,"irrigated","corn",NA,NA,NA,NA
"242","01051",2011,"AL","ELMORE",6.2486,"irrigated","corn",NA,NA,NA,NA
"243","01051",2012,"AL","ELMORE",13.345,"irrigated","corn",NA,NA,NA,NA
"244","01051",2013,"AL","ELMORE",9.80308,"irrigated","corn",NA,NA,NA,NA
"245","01051",2015,"AL","ELMORE",12.40928,"irrigated","corn",NA,NA,NA,NA
"246","01051",2016,"AL","ELMORE",9.53304,"irrigated","corn",NA,NA,NA,NA
"247","01051",2017,"AL","ELMORE",9.6084,"irrigated","corn",NA,NA,NA,NA
"248","01051",2018,"AL","ELMORE",10.7074,"irrigated","corn",NA,NA,NA,NA
"249","01051",2019,"AL","ELMORE",6.55004,"irrigated","corn",NA,NA,NA,NA
"250","01051",2021,"AL","ELMORE",9.27556,"irrigated","corn",NA,NA,NA,NA
"251","01053",2000,"AL","ESCAMBIA",2.3864,"irrigated","corn",NA,NA,NA,NA
"252","01053",2002,"AL","ESCAMBIA",5.0868,"irrigated","corn",NA,NA,NA,NA
"253","01053",2003,"AL","ESCAMBIA",7.9756,"irrigated","corn",NA,NA,NA,NA
"254","01053",2004,"AL","ESCAMBIA",5.652,"irrigated","corn",NA,NA,NA,NA
"255","01053",2005,"AL","ESCAMBIA",5.4008,"irrigated","corn",NA,NA,NA,NA
"256","01053",2006,"AL","ESCAMBIA",5.1496,"irrigated","corn",NA,NA,NA,NA
"257","01053",2007,"AL","ESCAMBIA",7.222,"irrigated","corn",NA,NA,NA,NA
"258","01053",2009,"AL","ESCAMBIA",5.338,"irrigated","corn",NA,NA,NA,NA
"259","01053",2010,"AL","ESCAMBIA",6.22976,"irrigated","corn",NA,NA,NA,NA
"260","01053",2011,"AL","ESCAMBIA",2.86996,"irrigated","corn",NA,NA,NA,NA
"261","01053",2012,"AL","ESCAMBIA",7.14036,"irrigated","corn",NA,NA,NA,NA
"262","01053",2013,"AL","ESCAMBIA",6.07904,"irrigated","corn",NA,NA,NA,NA
"263","01053",2014,"AL","ESCAMBIA",10.2678,"irrigated","corn",NA,NA,NA,NA
"264","01053",2015,"AL","ESCAMBIA",7.82488,"irrigated","corn",NA,NA,NA,NA
"265","01053",2016,"AL","ESCAMBIA",9.0118,"irrigated","corn",NA,NA,NA,NA
"266","01053",2017,"AL","ESCAMBIA",8.792,"irrigated","corn",NA,NA,NA,NA
"267","01053",2018,"AL","ESCAMBIA",11.10304,"irrigated","corn",NA,NA,NA,NA
"268","01053",2020,"AL","ESCAMBIA",11.22864,"irrigated","corn",NA,NA,NA,NA
"269","01053",2022,"AL","ESCAMBIA",10.49388,"irrigated","corn",NA,NA,NA,NA
"270","01055",2000,"AL","ETOWAH",2.7004,"rainfed","corn",1.1304,"soy",NA,NA
"271","01055",2002,"AL","ETOWAH",5.4636,"rainfed","corn",1.57,"soy",NA,NA
"272","01055",2003,"AL","ETOWAH",7.1592,"rainfed","corn",2.5748,"soy",NA,NA
"273","01055",2004,"AL","ETOWAH",6.5312,"rainfed","corn",2.5748,"soy",NA,NA
"274","01055",2005,"AL","ETOWAH",8.2896,"rainfed","corn",2.4492,"soy",NA,NA
"275","01055",2006,"AL","ETOWAH",4.0192,"rainfed","corn",1.1932,"soy",NA,NA
"276","01055",2007,"AL","ETOWAH",4.71,"rainfed","corn",1.3816,"soy",NA,NA
"277","01055",2009,"AL","ETOWAH",5.338,"rainfed","corn",2.7946,"soy",NA,NA
"278","01055",2012,"AL","ETOWAH",5.2438,"rainfed","corn",3.1714,"soy",NA,NA
"279","01055",2013,"AL","ETOWAH",8.29588,"rainfed","corn",NA,NA,NA,NA
"280","01055",2014,"AL","ETOWAH",7.5988,"rainfed","corn",2.54968,"soy",NA,NA
"281","01055",2015,"AL","ETOWAH",5.99112,"rainfed","corn",2.31732,"soy",NA,NA
"282","01055",2016,"AL","ETOWAH",5.79016,"rainfed","corn",1.60768,"soy",NA,NA
"283","01055",2017,"AL","ETOWAH",7.44808,"rainfed","corn",3.30956,"soy",NA,NA
"284","01055",2019,"AL","ETOWAH",9.52676,"rainfed","corn",1.90912,"soy",NA,NA
"285","01055",2020,"AL","ETOWAH",9.14996,"rainfed","corn",2.63132,"soy",NA,NA
"286","01055",2022,"AL","ETOWAH",8.31472,"rainfed","corn",2.91392,"soy",NA,NA
"287","01057",2000,"AL","FAYETTE",1.884,"rainfed","corn",0.7536,"soy",NA,NA
"288","01057",2001,"AL","FAYETTE",6.7196,"rainfed","corn",NA,NA,NA,NA
"289","01057",2002,"AL","FAYETTE",5.0868,"rainfed","corn",1.3816,"soy",NA,NA
"290","01057",2003,"AL","FAYETTE",6.5312,"rainfed","corn",1.8212,"soy",NA,NA
"291","01057",2004,"AL","FAYETTE",6.3428,"rainfed","corn",2.3236,"soy",NA,NA
"292","01057",2005,"AL","FAYETTE",5.7148,"rainfed","corn",NA,NA,NA,NA
"293","01057",2006,"AL","FAYETTE",3.8308,"rainfed","corn",1.3188,"soy",NA,NA
"294","01057",2007,"AL","FAYETTE",4.2076,"rainfed","corn",1.3188,"soy",NA,NA
"295","01057",2009,"AL","FAYETTE",4.0192,"rainfed","corn",NA,NA,NA,NA
"296","01057",2010,"AL","FAYETTE",6.1544,"rainfed","corn",1.46324,"soy",NA,NA
"297","01057",2011,"AL","FAYETTE",6.33024,"rainfed","corn",1.6956,"soy",NA,NA
